Plant,Temperature,Minimum Humidity,Maximum Humidity, Minimum Soil Moisture,Maximum Soil Moisture,Minimum pH Level,Maximum pH Level,Disease/Pest
Rice crops,26,0.65,0.85,0.27,0.29,5.58,7.5,Sheath Rot
Rice crops,27,0.65,0.85,0.27,0.29,5.58,7.5,Sheath Rot
Rice crops,28,0.65,0.85,0.27,0.29,5.58,7.5,Sheath Rot
Rice crops,29,0.65,0.85,0.27,0.29,5.58,7.5,Sheath Rot
Rice crops,30,0.65,0.85,0.27,0.29,5.58,7.5,Sheath Rot
Rice crops,20,0.87,0.87,0.75,1,6,6.5,Alternaria Leaf Spot
Rice crops,21,0.87,0.87,0.75,1,6,6.5,Alternaria Leaf Spot
Rice crops,22,0.87,0.87,0.75,1,6,6.5,Alternaria Leaf Spot
Rice crops,23,0.87,0.87,0.75,1,6,6.5,Alternaria Leaf Spot
Rice crops,24,0.87,0.87,0.75,1,6,6.5,Alternaria Leaf Spot
Rice crops,25,0.87,0.87,0.75,1,6,6.5,Alternaria Leaf Spot
Rice crops,25,0.87,0.87,0.75,1,6,6.5,Alternaria Leaf Spot
Rice crops,26,0.87,0.87,0.75,1,6,6.5,Alternaria Leaf Spot
Rice crops,27,0.87,0.87,0.75,1,6,6.5,Alternaria Leaf Spot
Rice crops,28,0.87,0.87,0.75,1,6,6.5,Alternaria Leaf Spot
Rice crops,29,0.87,0.87,0.75,1,6,6.5,Alternaria Leaf Spot
Rice crops,30,0.87,0.87,0.75,1,6,6.5,Alternaria Leaf Spot
Rice crops,42,0.1,0.45,0.6,0.8,5.5,9,Heat Stress
Rice crops,43,0.1,0.45,0.6,0.8,5.5,9,Heat Stress
Rice crops,44,0.1,0.45,0.6,0.8,5.5,9,Heat Stress
Rice crops,45,0.1,0.45,0.6,0.8,5.5,9,Heat Stress
Rice crops,30,0.622,0.937,0.5,1,5.3,6,Brown planthopper
Rice crops,31,0.622,0.937,0.5,1,5.3,6,Brown planthopper
Rice crops,31,0.622,0.937,0.5,1,5.3,6,Brown planthopper
Rice crops,32,0.622,0.937,0.5,1,5.3,6,Brown planthopper
Rice crops,33,0.622,0.937,0.5,1,5.3,6,Brown planthopper
Rice crops,34,0.622,0.937,0.5,1,5.3,6,Brown planthopper
Rice crops,35,0.622,0.937,0.5,1,5.3,6,Brown planthopper
Rice crops,26,0.8,0.8,0.2,0.4,6,7.5,Rice bugs
Rice crops,27,0.8,0.8,0.2,0.4,6,7.5,Rice bugs
Rice crops,28,0.8,0.8,0.2,0.4,6,7.5,Rice bugs
Rice crops,25,0.6164,0.9368,0.66,1,5.5,8.7,Leaf Folder
Rice crops,26,0.6164,0.9368,0.66,1,5.5,8.7,Leaf Folder
Rice crops,27,0.6164,0.9368,0.66,1,5.5,8.7,Leaf Folder
Rice crops,28,0.6164,0.9368,0.66,1,5.5,8.7,Leaf Folder
Rice crops,29,0.6164,0.9368,0.66,1,5.5,8.7,Leaf Folder
Rice crops,30,0.6164,0.9368,0.66,1,5.5,8.7,Leaf Folder
Rice crops,30,0.6164,0.9368,0.66,1,5.5,8.7,Leaf Folder
Rice crops,31,0.6164,0.9368,0.66,1,5.5,8.7,Leaf Folder
Rice crops,32,0.6164,0.9368,0.66,1,5.5,8.7,Leaf Folder
Rice crops,25,0.6164,0.9368,0.66,1,5.5,7,Field Cricket
Rice crops,26,0.6164,0.9368,0.66,1,5.5,7,Field Cricket
Rice crops,27,0.6164,0.9368,0.66,1,5.5,7,Field Cricket
Rice crops,28,0.6164,0.9368,0.66,1,5.5,7,Field Cricket
Rice crops,29,0.6164,0.9368,0.66,1,5.5,7,Field Cricket
Rice crops,30,0.6164,0.9368,0.66,1,5.5,7,Field Cricket
Rice crops,30,0.6164,0.9368,0.66,1,5.5,7,Field Cricket
Rice crops,31,0.6164,0.9368,0.66,1,5.5,7,Field Cricket
Rice crops,32,0.6164,0.9368,0.66,1,5.5,7,Field Cricket
Rice crops,25,0.4892,0.7876,0.5,1,6.5,7.5,Caseworm
Rice crops,26,0.4892,0.7876,0.5,1,6.5,7.5,Caseworm
Rice crops,27,0.4892,0.7876,0.5,1,6.5,7.5,Caseworm
Rice crops,28,0.4892,0.7876,0.5,1,6.5,7.5,Caseworm
Rice crops,29,0.4892,0.7876,0.5,1,6.5,7.5,Caseworm
Rice crops,30,0.4892,0.7876,0.5,1,6.5,7.5,Caseworm
Rice crops,30,0.4892,0.7876,0.5,1,6.5,7.5,Caseworm
Rice crops,25,0.95,1,0.24,1,3.5,7,Fusarium Head Blight
Rice crops,26,0.95,1,0.24,1,3.5,7,Fusarium Head Blight
Rice crops,27,0.95,1,0.24,1,3.5,7,Fusarium Head Blight
Rice crops,28,0.95,1,0.24,1,3.5,7,Fusarium Head Blight
Rice crops,40,0.85,0.9,0.75,1,4,6,Complete Sterility
Rice crops,41,0.85,0.9,0.75,1,4,6,Complete Sterility
Rice crops,42,0.85,0.9,0.75,1,4,6,Complete Sterility
Rice crops,43,0.85,0.9,0.75,1,4,6,Complete Sterility
Rice crops,44,0.85,0.9,0.75,1,4,6,Complete Sterility
Rice crops,45,0.85,0.9,0.75,1,4,6,Complete Sterility
Rice crops,20,0.75,0.9,0.4,0.6,5.8,8,Southern rice black-streaked dwarf virus
Rice crops,21,0.75,0.9,0.4,0.6,5.8,8,Southern rice black-streaked dwarf virus  
Rice crops,22,0.75,0.9,0.4,0.6,5.8,8,Southern rice black-streaked dwarf virus 
Rice crops,23,0.75,0.9,0.4,0.6,5.8,8,Southern rice black-streaked dwarf virus  
Rice crops,24,0.75,0.9,0.4,0.6,5.8,8,Southern rice black-streaked dwarf virus  
Rice crops,25,0.75,0.9,0.4,0.6,5.8,8,Southern rice black-streaked dwarf virus  
Rice crops,26,0.75,0.9,0.4,0.6,5.8,8,Southern rice black-streaked dwarf virus  
Rice crops,27,0.75,0.9,0.4,0.6,5.8,8,Southern rice black-streaked dwarf virus  
Rice crops,28,0.75,0.9,0.4,0.6,5.8,8,Southern rice black-streaked dwarf virus  
Rice crops,25,0.5,0.9,0.2,0.4,5.5,7.5,Malayan Black Bug
Rice crops,26,0.5,0.9,0.2,0.4,5.5,7.5,Malayan Black Bug
Rice crops,27,0.5,0.9,0.2,0.4,5.5,7.5,Malayan Black Bug
Rice crops,28,0.5,0.9,0.2,0.4,5.5,7.5,Malayan Black Bug
Rice crops,29,0.5,0.9,0.2,0.4,5.5,7.5,Malayan Black Bug
Rice crops,30,0.5,0.9,0.2,0.4,5.5,7.5,Malayan Black Bug
Rice crops,12,0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer
Rice crops,13,0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer
Rice crops,14,0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer
Rice crops,15,0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer
Rice crops,16,0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer
Rice crops,17,0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer
Rice crops,18,0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer
Rice crops,19,0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer
Rice crops,20,0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer
Rice crops,21,0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer
Rice crops,22,0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer
Rice crops,23,0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer
Rice crops,24,0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer
Rice crops,25,0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer
Rice crops,26,0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer
Rice crops,27,0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer
Rice crops,28,0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer
Rice crops,29,0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer
Rice crops,30,0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer
Rice crops,31,0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer
Rice crops,32,0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer
Rice crops,18,0.8,0.82,0.18,0.3,5,6,"Brown Plant Hopper, Nilaparvata lugens"
Rice crops,19,0.8,0.82,0.18,0.3,5,6,"Brown Plant Hopper, Nilaparvata lugens"
Rice crops,20,0.8,0.82,0.18,0.3,5,6,"Brown Plant Hopper, Nilaparvata lugens"
Rice crops,21,0.8,0.82,0.18,0.3,5,6,"Brown Plant Hopper, Nilaparvata lugens"
Rice crops,22,0.8,0.82,0.18,0.3,5,6,"Brown Plant Hopper, Nilaparvata lugens"
Rice crops,23,0.8,0.82,0.18,0.3,5,6,"Brown Plant Hopper, Nilaparvata lugens"
Rice crops,24,0.8,0.82,0.18,0.3,5,6,"Brown Plant Hopper, Nilaparvata lugens"
Rice crops,25,0.8,0.82,0.18,0.3,5,6,"Brown Plant Hopper, Nilaparvata lugens"
Rice crops,26,0.8,0.82,0.18,0.3,5,6,"Brown Plant Hopper, Nilaparvata lugens"
Rice crops,27,0.8,0.82,0.18,0.3,5,6,"Brown Plant Hopper, Nilaparvata lugens"
Rice crops,28,0.8,0.82,0.18,0.3,5,6,"Brown Plant Hopper, Nilaparvata lugens"
Rice crops,29,0.8,0.82,0.18,0.3,5,6,"Brown Plant Hopper, Nilaparvata lugens"
Rice crops,30,0.8,0.82,0.18,0.3,5,6,"Brown Plant Hopper, Nilaparvata lugens"
Rice crops,31,0.8,0.82,0.18,0.3,5,6,"Brown Plant Hopper, Nilaparvata lugens"
Rice crops,32,0.8,0.82,0.18,0.3,5,6,"Brown Plant Hopper, Nilaparvata lugens"
Rice crops,13,0.71,0.8,0.2,0.5,5.6,7,"White Backed Plant Hopper, Sogatella furcifera"
Rice crops,14,0.71,0.8,0.2,0.5,5.6,7,"White Backed Plant Hopper, Sogatella furcifera"
Rice crops,15,0.71,0.8,0.2,0.5,5.6,7,"White Backed Plant Hopper, Sogatella furcifera"
Rice crops,16,0.71,0.8,0.2,0.5,5.6,7,"White Backed Plant Hopper, Sogatella furcifera"
Rice crops,17,0.71,0.8,0.2,0.5,5.6,7,"White Backed Plant Hopper, Sogatella furcifera"
Rice crops,18,0.71,0.8,0.2,0.5,5.6,7,"White Backed Plant Hopper, Sogatella furcifera"
Rice crops,19,0.71,0.8,0.2,0.5,5.6,7,"White Backed Plant Hopper, Sogatella furcifera"
Rice crops,20,0.71,0.8,0.2,0.5,5.6,7,"White Backed Plant Hopper, Sogatella furcifera"
Rice crops,21,0.71,0.8,0.2,0.5,5.6,7,"White Backed Plant Hopper, Sogatella furcifera"
Rice crops,22,0.71,0.8,0.2,0.5,5.6,7,"White Backed Plant Hopper, Sogatella furcifera"
Rice crops,23,0.71,0.8,0.2,0.5,5.6,7,"White Backed Plant Hopper, Sogatella furcifera"
Rice crops,24,0.71,0.8,0.2,0.5,5.6,7,"White Backed Plant Hopper, Sogatella furcifera"
Rice crops,25,0.71,0.8,0.2,0.5,5.6,7,"White Backed Plant Hopper, Sogatella furcifera"
Rice crops,26,0.71,0.8,0.2,0.5,5.6,7,"White Backed Plant Hopper, Sogatella furcifera"
Rice crops,27,0.71,0.8,0.2,0.5,5.6,7,"White Backed Plant Hopper, Sogatella furcifera"
Rice crops,28,0.71,0.8,0.2,0.5,5.6,7,"White Backed Plant Hopper, Sogatella furcifera"
Rice crops,29,0.71,0.8,0.2,0.5,5.6,7,"White Backed Plant Hopper, Sogatella furcifera"
Rice crops,30,0.71,0.8,0.2,0.5,5.6,7,"White Backed Plant Hopper, Sogatella furcifera"
Rice crops,31,0.71,0.8,0.2,0.5,5.6,7,"White Backed Plant Hopper, Sogatella furcifera"
Rice crops,36,0.32,0.75,0.15,0.32,4.5,8,"Ant, Formicidae"
Rice crops,37,0.32,0.75,0.15,0.32,4.5,8,"Ant, Formicidae"
Rice crops,38,0.32,0.75,0.15,0.32,4.5,8,"Ant, Formicidae"
Rice crops,39,0.32,0.75,0.15,0.32,4.5,8,"Ant, Formicidae"
Rice crops,40,0.32,0.75,0.15,0.32,4.5,8,"Ant, Formicidae"
Rice crops,25,0.4,0.5,0.4,0.6,6,7,Green horned caterpillar
Rice crops,26,0.4,0.5,0.4,0.6,6,7,Green horned caterpillar
Rice crops,27,0.4,0.5,0.4,0.6,6,7,Green horned caterpillar
Rice crops,28,0.4,0.5,0.4,0.6,6,7,Green horned caterpillar
Rice crops,29,0.4,0.5,0.4,0.6,6,7,Green horned caterpillar
Rice crops,30,0.4,0.5,0.4,0.6,6,7,Green horned caterpillar
Rice crops,31,0.4,0.5,0.4,0.6,6,7,Green horned caterpillar
Rice crops,32,0.4,0.5,0.4,0.6,6,7,Green horned caterpillar
Rice crops,27,0.5,0.9,0.15,0.6,6,7.5,Cutworm
Rice crops,28,0.5,0.9,0.15,0.6,6,7.5,Cutworm
Rice crops,29,0.5,0.9,0.15,0.6,6,7.5,Cutworm
Rice crops,30,0.5,0.9,0.15,0.6,6,7.5,Cutworm
Rice crops,22,0.56,0.753,0.27,0.7,2.5,9.8,Rice Gallmidge
Rice crops,23,0.56,0.753,0.27,0.7,2.5,9.8,Rice Gallmidge
Rice crops,24,0.56,0.753,0.27,0.7,2.5,9.8,Rice Gallmidge
Rice crops,25,0.56,0.753,0.27,0.7,2.5,9.8,Rice Gallmidge
Rice crops,26,0.56,0.753,0.27,0.7,2.5,9.8,Rice Gallmidge
Rice crops,27,0.56,0.753,0.27,0.7,2.5,9.8,Rice Gallmidge
Rice crops,28,0.56,0.753,0.27,0.7,2.5,9.8,Rice Gallmidge
Rice crops,29,0.56,0.753,0.27,0.7,2.5,9.8,Rice Gallmidge
Rice crops,30,0.56,0.753,0.27,0.7,2.5,9.8,Rice Gallmidge
Rice crops,25,0.7,1,0.2,0.35,6,7,"Greenhorned Caterpillar, Melanitis leda ismene"
Rice crops,26,0.7,1,0.2,0.35,6,7,"Greenhorned Caterpillar, Melanitis leda ismene"
Rice crops,27,0.7,1,0.2,0.35,6,7,"Greenhorned Caterpillar, Melanitis leda ismene"
Rice crops,28,0.7,1,0.2,0.35,6,7,"Greenhorned Caterpillar, Melanitis leda ismene"
Rice crops,29,0.7,1,0.2,0.35,6,7,"Greenhorned Caterpillar, Melanitis leda ismene"
Rice crops,30,0.7,1,0.2,0.35,6,7,"Greenhorned Caterpillar, Melanitis leda ismene"
Rice crops,20,0.5,0.9,0.11,0.3,4,7,"Greenhorned Caterpillar, Mycalesis sp."
Rice crops,21,0.5,0.9,0.11,0.3,4,7,"Greenhorned Caterpillar, Mycalesis sp."
Rice crops,22,0.5,0.9,0.11,0.3,4,7,"Greenhorned Caterpillar, Mycalesis sp."
Rice crops,23,0.5,0.9,0.11,0.3,4,7,"Greenhorned Caterpillar, Mycalesis sp."
Rice crops,24,0.5,0.9,0.11,0.3,4,7,"Greenhorned Caterpillar, Mycalesis sp."
Rice crops,25,0.5,0.9,0.11,0.3,4,7,"Greenhorned Caterpillar, Mycalesis sp."
Rice crops,26,0.5,0.9,0.11,0.3,4,7,"Greenhorned Caterpillar, Mycalesis sp."
Rice crops,27,0.5,0.9,0.11,0.3,4,7,"Greenhorned Caterpillar, Mycalesis sp."
Rice crops,28,0.5,0.9,0.11,0.3,4,7,"Greenhorned Caterpillar, Mycalesis sp."
Rice crops,29,0.5,0.9,0.11,0.3,4,7,"Greenhorned Caterpillar, Mycalesis sp."
Rice crops,30,0.5,0.9,0.11,0.3,4,7,"Greenhorned Caterpillar, Mycalesis sp."
Rice crops,21,0.37,0.91,0.15,0.35,6,7,"Zigzag leafhopper, Recilia dorsalis"
Rice crops,22,0.37,0.91,0.15,0.35,6,7,"Zigzag leafhopper, Recilia dorsalis"
Rice crops,23,0.37,0.91,0.15,0.35,6,7,"Zigzag leafhopper, Recilia dorsalis"
Rice crops,24,0.37,0.91,0.15,0.35,6,7,"Zigzag leafhopper, Recilia dorsalis"
Rice crops,25,0.37,0.91,0.15,0.35,6,7,"Zigzag leafhopper, Recilia dorsalis"
Rice crops,26,0.37,0.91,0.15,0.35,6,7,"Zigzag leafhopper, Recilia dorsalis"
Rice crops,27,0.37,0.91,0.15,0.35,6,7,"Zigzag leafhopper, Recilia dorsalis"
Rice crops,28,0.37,0.91,0.15,0.35,6,7,"Zigzag leafhopper, Recilia dorsalis"
Rice crops,29,0.37,0.91,0.15,0.35,6,7,"Zigzag leafhopper, Recilia dorsalis"
Rice crops,30,0.37,0.91,0.15,0.35,6,7,"Zigzag leafhopper, Recilia dorsalis"
Rice crops,25,0.6,0.85,0.11,0.19,5,8,"Rice Skipper, Pelopidas mathias"
Rice crops,26,0.6,0.85,0.11,0.19,5,8,"Rice Skipper, Pelopidas mathias"
Rice crops,27,0.6,0.85,0.11,0.19,5,8,"Rice Skipper, Pelopidas mathias"
Rice crops,28,0.6,0.85,0.11,0.19,5,8,"Rice Skipper, Pelopidas mathias"
Rice crops,29,0.6,0.85,0.11,0.19,5,8,"Rice Skipper, Pelopidas mathias"
Rice crops,30,0.6,0.85,0.11,0.19,5,8,"Rice Skipper, Pelopidas mathias"
Rice crops,26,0.61,0.83,0.19,0.29,4.5,7.5,"Rice Skipper, Parnara guttata"
Rice crops,27,0.61,0.83,0.19,0.29,4.5,7.5,"Rice Skipper, Parnara guttata"
Rice crops,28,0.61,0.83,0.19,0.29,4.5,7.5,"Rice Skipper, Parnara guttata"
Rice crops,29,0.61,0.83,0.19,0.29,4.5,7.5,"Rice Skipper, Parnara guttata"
Rice crops,26,0.61,0.83,0.19,0.29,4.5,7.5,"Rice Skipper, Parnara guttata"
Rice crops,27,0.61,0.83,0.19,0.29,4.5,7.5,"Rice Skipper, Parnara guttata"
Rice crops,28,0.61,0.83,0.19,0.29,4.5,7.5,"Rice Skipper, Parnara guttata"
Rice crops,29,0.61,0.83,0.19,0.29,4.5,7.5,"Rice Skipper, Parnara guttata"
Rice crops,30,0.61,0.83,0.19,0.29,4.5,7.5,"Rice Skipper, Parnara guttata"
Rice crops,31,0.61,0.83,0.19,0.29,4.5,7.5,"Rice Skipper, Parnara guttata"
Rice crops,32,0.61,0.83,0.19,0.29,4.5,7.5,"Rice Skipper, Parnara guttata"
Rice crops,33,0.61,0.83,0.19,0.29,4.5,7.5,"Rice Skipper, Parnara guttata"
Rice crops,34,0.61,0.83,0.19,0.29,4.5,7.5,"Rice Skipper, Parnara guttata"
Rice crops,24,0.6,0.8,0.11,0.27,5,8.5,"Rice thrips, Stenchaetothrips biformis"
Rice crops,25,0.6,0.8,0.11,0.27,5,8.5,"Rice thrips, Stenchaetothrips biformis"
Rice crops,26,0.6,0.8,0.11,0.27,5,8.5,"Rice thrips, Stenchaetothrips biformis"
Rice crops,27,0.6,0.8,0.11,0.27,5,8.5,"Rice thrips, Stenchaetothrips biformis"
Rice crops,28,0.6,0.8,0.11,0.27,5,8.5,"Rice thrips, Stenchaetothrips biformis"
Rice crops,10,0.735,0.9,0.105,0.39,5.5,7.5,Swarming Caterpillar
Rice crops,11,0.735,0.9,0.105,0.39,5.5,7.5,Swarming Caterpillar
Rice crops,12,0.735,0.9,0.105,0.39,5.5,7.5,Swarming Caterpillar
Rice crops,13,0.735,0.9,0.105,0.39,5.5,7.5,Swarming Caterpillar
Rice crops,14,0.735,0.9,0.105,0.39,5.5,7.5,Swarming Caterpillar
Rice crops,15,0.735,0.9,0.105,0.39,5.5,7.5,Swarming Caterpillar
Rice crops,16,0.735,0.9,0.105,0.39,5.5,7.5,Swarming Caterpillar
Rice crops,17,0.735,0.9,0.105,0.39,5.5,7.5,Swarming Caterpillar
Rice crops,18,0.735,0.9,0.105,0.39,5.5,7.5,Swarming Caterpillar
Rice crops,19,0.735,0.9,0.105,0.39,5.5,7.5,Swarming Caterpillar
Rice crops,20,0.735,0.9,0.105,0.39,5.5,7.5,Swarming Caterpillar
Rice crops,15,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar
Rice crops,16,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar
Rice crops,17,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar
Rice crops,18,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar
Rice crops,19,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar
Rice crops,20,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar
Rice crops,21,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar
Rice crops,22,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar
Rice crops,23,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar
Rice crops,24,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar
Rice crops,25,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar
Rice crops,26,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar
Rice crops,27,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar
Rice crops,28,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar
Rice crops,29,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar
Rice crops,30,0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar
Rice crops,30,0.49,0.71,0.2,0.27,6,7,"Mealybug, Brevennia rehi"
Rice crops,31,0.49,0.71,0.2,0.27,6,7,"Mealybug, Brevennia rehi"
Rice crops,32,0.49,0.71,0.2,0.27,6,7,"Mealybug, Brevennia rehi"
Rice crops,33,0.49,0.71,0.2,0.27,6,7,"Mealybug, Brevennia rehi"
Rice crops,34,0.49,0.71,0.2,0.27,6,7,"Mealybug, Brevennia rehi"
Rice crops,35,0.49,0.71,0.2,0.27,6,7,"Mealybug, Brevennia rehi"
Rice crops,17,0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis"
Rice crops,18,0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis"
Rice crops,19,0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis"
Rice crops,20,0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis"
Rice crops,21,0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis"
Rice crops,22,0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis"
Rice crops,23,0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis"
Rice crops,24,0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis"
Rice crops,25,0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis"
Rice crops,26,0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis"
Rice crops,27,0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis"
Rice crops,28,0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis"
Rice crops,29,0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis"
Rice crops,25,0.2,0.8,0.1,1,4.72,6.24,"Ant, Solenopsis geminata"
Rice crops,26,0.2,0.8,0.1,1,4.72,6.24,"Ant, Solenopsis geminata"
Rice crops,27,0.2,0.8,0.1,1,4.72,6.24,"Ant, Solenopsis geminata"
Rice crops,28,0.2,0.8,0.1,1,4.72,6.24,"Ant, Solenopsis geminata"
Rice crops,29,0.2,0.8,0.1,1,4.72,6.24,"Ant, Solenopsis geminata"
Rice crops,30,0.2,0.8,0.1,1,4.72,6.24,"Ant, Solenopsis geminata"
Rice crops,31,0.2,0.8,0.1,1,4.72,6.24,"Ant, Solenopsis geminata"
Rice crops,32,0.2,0.8,0.1,1,4.72,6.24,"Ant, Solenopsis geminata"
Rice crops,33,0.2,0.8,0.1,1,4.72,6.24,"Ant, Solenopsis geminata"
Rice crops,25,0.87,0.93,0.2,0.65,6,7,"Green Semilooper, Naranga aenescens"
Rice crops,26,0.87,0.93,0.2,0.65,6,7,"Green Semilooper, Naranga aenescens"
Rice crops,27,0.87,0.93,0.2,0.65,6,7,"Green Semilooper, Naranga aenescens"
Rice crops,28,0.87,0.93,0.2,0.65,6,7,"Green Semilooper, Naranga aenescens"
Rice crops,29,0.87,0.93,0.2,0.65,6,7,"Green Semilooper, Naranga aenescens"
Rice crops,30,0.87,0.93,0.2,0.65,6,7,"Green Semilooper, Naranga aenescens"
Rice crops,31,0.87,0.93,0.2,0.65,6,7,"Green Semilooper, Naranga aenescens"
Rice crops,32,0.87,0.93,0.2,0.65,6,7,"Green Semilooper, Naranga aenescens"
Rice crops,33,0.87,0.93,0.2,0.65,6,7,"Green Semilooper, Naranga aenescens"
Rice crops,34,0.87,0.93,0.2,0.65,6,7,"Green Semilooper, Naranga aenescens"
Rice crops,26,0.6629,0.8971,0.55,0.85,6,7.5,"Ricebug, Leptocorisa oratorius F."
Rice crops,27,0.6629,0.8971,0.55,0.85,6,7.5,"Ricebug, Leptocorisa oratorius F."
Rice crops,28,0.6629,0.8971,0.55,0.85,6,7.5,"Ricebug, Leptocorisa oratorius F."
Rice crops,29,0.6629,0.8971,0.55,0.85,6,7.5,"Ricebug, Leptocorisa oratorius F."
Rice crops,30,0.6629,0.8971,0.55,0.85,6,7.5,"Ricebug, Leptocorisa oratorius F."
Rice crops,29,0.67,0.905,0.35,0.4,5.5,7,"Rice Whorl Maggot, Hydrellia philippina"
Rice crops,30,0.67,0.905,0.35,0.4,5.5,7,"Rice Whorl Maggot, Hydrellia philippina"
Rice crops,31,0.67,0.905,0.35,0.4,5.5,7,"Rice Whorl Maggot, Hydrellia philippina"
Rice crops,32,0.67,0.905,0.35,0.4,5.5,7,"Rice Whorl Maggot, Hydrellia philippina"
Rice crops,33,0.67,0.905,0.35,0.4,5.5,7,"Rice Whorl Maggot, Hydrellia philippina"
Rice crops,30,0.289,0.836,0.45,0.8,5,8,"Field Cricket, Euscyrtus concinnus"
Rice crops,31,0.289,0.836,0.45,0.8,5,8,"Field Cricket, Euscyrtus concinnus"
Rice crops,32,0.289,0.836,0.45,0.8,5,8,"Field Cricket, Euscyrtus concinnus"
Rice crops,33,0.289,0.836,0.45,0.8,5,8,"Field Cricket, Euscyrtus concinnus"
Rice crops,34,0.289,0.836,0.45,0.8,5,8,"Field Cricket, Euscyrtus concinnus"
Rice crops,35,0.289,0.836,0.45,0.8,5,8,"Field Cricket, Euscyrtus concinnus"
Rice crops,20,0.69,0.88,0.3,0.7,5.5,7.5,"Green Leafhopper, Nephotettix malayanus"
Rice crops,21,0.69,0.88,0.3,0.7,5.5,7.5,"Green Leafhopper, Nephotettix malayanus"
Rice crops,22,0.69,0.88,0.3,0.7,5.5,7.5,"Green Leafhopper, Nephotettix malayanus"
Rice crops,23,0.69,0.88,0.3,0.7,5.5,7.5,"Green Leafhopper, Nephotettix malayanus"
Rice crops,24,0.69,0.88,0.3,0.7,5.5,7.5,"Green Leafhopper, Nephotettix malayanus"
Rice crops,25,0.69,0.88,0.3,0.7,5.5,7.5,"Green Leafhopper, Nephotettix malayanus"
Rice crops,26,0.69,0.88,0.3,0.7,5.5,7.5,"Green Leafhopper, Nephotettix malayanus"
Rice crops,27,0.69,0.88,0.3,0.7,5.5,7.5,"Green Leafhopper, Nephotettix malayanus"
Rice crops,28,0.69,0.88,0.3,0.7,5.5,7.5,"Green Leafhopper, Nephotettix malayanus"
Rice crops,29,0.69,0.88,0.3,0.7,5.5,7.5,"Green Leafhopper, Nephotettix malayanus"
