Minimum Humidity,Maximum Humidity, Minimum Soil Moisture,Maximum Soil Moisture,Minimum pH Level,Maximum pH Level,Disease/Pest
0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer
0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer
0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer
0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer
0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer
0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer
0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer
0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer
0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer
0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer
0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer
0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer
0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer
0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer
0.7,0.8,0.3,0.4,5.6,7.3,Dark Headed Borer
0.8,0.82,0.18,0.3,5,6,"Brown Plant Hopper, Nilaparvata lugens"
0.8,0.82,0.18,0.3,5,6,"Brown Plant Hopper, Nilaparvata lugens"
0.8,0.82,0.18,0.3,5,6,"Brown Plant Hopper, Nilaparvata lugens"
0.8,0.82,0.18,0.3,5,6,"Brown Plant Hopper, Nilaparvata lugens"
0.8,0.82,0.18,0.3,5,6,"Brown Plant Hopper, Nilaparvata lugens"
0.8,0.82,0.18,0.3,5,6,"Brown Plant Hopper, Nilaparvata lugens"
0.8,0.82,0.18,0.3,5,6,"Brown Plant Hopper, Nilaparvata lugens"
0.8,0.82,0.18,0.3,5,6,"Brown Plant Hopper, Nilaparvata lugens"
0.8,0.82,0.18,0.3,5,6,"Brown Plant Hopper, Nilaparvata lugens"
0.8,0.82,0.18,0.3,5,6,"Brown Plant Hopper, Nilaparvata lugens"
0.8,0.82,0.18,0.3,5,6,"Brown Plant Hopper, Nilaparvata lugens"
0.8,0.82,0.18,0.3,5,6,"Brown Plant Hopper, Nilaparvata lugens"
0.8,0.82,0.18,0.3,5,6,"Brown Plant Hopper, Nilaparvata lugens"
0.8,0.82,0.18,0.3,5,6,"Brown Plant Hopper, Nilaparvata lugens"
0.8,0.82,0.18,0.3,5,6,"Brown Plant Hopper, Nilaparvata lugens"
0.71,0.8,0.2,0.5,5.6,7,"White Backed Plant Hopper, Sogatella furcifera"
0.71,0.8,0.2,0.5,5.6,7,"White Backed Plant Hopper, Sogatella furcifera"
0.71,0.8,0.2,0.5,5.6,7,"White Backed Plant Hopper, Sogatella furcifera"
0.71,0.8,0.2,0.5,5.6,7,"White Backed Plant Hopper, Sogatella furcifera"
0.71,0.8,0.2,0.5,5.6,7,"White Backed Plant Hopper, Sogatella furcifera"
0.71,0.8,0.2,0.5,5.6,7,"White Backed Plant Hopper, Sogatella furcifera"
0.71,0.8,0.2,0.5,5.6,7,"White Backed Plant Hopper, Sogatella furcifera"
0.71,0.8,0.2,0.5,5.6,7,"White Backed Plant Hopper, Sogatella furcifera"
0.71,0.8,0.2,0.5,5.6,7,"White Backed Plant Hopper, Sogatella furcifera"
0.71,0.8,0.2,0.5,5.6,7,"White Backed Plant Hopper, Sogatella furcifera"
0.71,0.8,0.2,0.5,5.6,7,"White Backed Plant Hopper, Sogatella furcifera"
0.71,0.8,0.2,0.5,5.6,7,"White Backed Plant Hopper, Sogatella furcifera"
0.71,0.8,0.2,0.5,5.6,7,"White Backed Plant Hopper, Sogatella furcifera"
0.71,0.8,0.2,0.5,5.6,7,"White Backed Plant Hopper, Sogatella furcifera"
0.71,0.8,0.2,0.5,5.6,7,"White Backed Plant Hopper, Sogatella furcifera"
0.71,0.8,0.2,0.5,5.6,7,"White Backed Plant Hopper, Sogatella furcifera"
0.71,0.8,0.2,0.5,5.6,7,"White Backed Plant Hopper, Sogatella furcifera"
0.71,0.8,0.2,0.5,5.6,7,"White Backed Plant Hopper, Sogatella furcifera"
0.71,0.8,0.2,0.5,5.6,7,"White Backed Plant Hopper, Sogatella furcifera"
0.32,0.75,0.15,0.32,4.5,8,"Ant, Formicidae"
0.32,0.75,0.15,0.32,4.5,8,"Ant, Formicidae"
0.32,0.75,0.15,0.32,4.5,8,"Ant, Formicidae"
0.32,0.75,0.15,0.32,4.5,8,"Ant, Formicidae"
0.32,0.75,0.15,0.32,4.5,8,"Ant, Formicidae"
0.4,0.5,0.4,0.6,6,7,Green horned caterpillar
0.4,0.5,0.4,0.6,6,7,Green horned caterpillar
0.4,0.5,0.4,0.6,6,7,Green horned caterpillar
0.4,0.5,0.4,0.6,6,7,Green horned caterpillar
0.4,0.5,0.4,0.6,6,7,Green horned caterpillar
0.4,0.5,0.4,0.6,6,7,Green horned caterpillar
0.4,0.5,0.4,0.6,6,7,Green horned caterpillar
0.4,0.5,0.4,0.6,6,7,Green horned caterpillar
0.5,0.9,0.15,0.6,6,7.5,Cutworm
0.5,0.9,0.15,0.6,6,7.5,Cutworm
0.5,0.9,0.15,0.6,6,7.5,Cutworm
0.5,0.9,0.15,0.6,6,7.5,Cutworm
0.56,0.753,0.27,0.7,2.5,9.8,Rice Gallmidge
0.56,0.753,0.27,0.7,2.5,9.8,Rice Gallmidge
0.56,0.753,0.27,0.7,2.5,9.8,Rice Gallmidge
0.56,0.753,0.27,0.7,2.5,9.8,Rice Gallmidge
0.56,0.753,0.27,0.7,2.5,9.8,Rice Gallmidge
0.56,0.753,0.27,0.7,2.5,9.8,Rice Gallmidge
0.56,0.753,0.27,0.7,2.5,9.8,Rice Gallmidge
0.56,0.753,0.27,0.7,2.5,9.8,Rice Gallmidge
0.56,0.753,0.27,0.7,2.5,9.8,Rice Gallmidge
0.7,1,0.2,0.35,6,7,"Greenhorned Caterpillar, Melanitis leda ismene"
0.7,1,0.2,0.35,6,7,"Greenhorned Caterpillar, Melanitis leda ismene"
0.7,1,0.2,0.35,6,7,"Greenhorned Caterpillar, Melanitis leda ismene"
0.7,1,0.2,0.35,6,7,"Greenhorned Caterpillar, Melanitis leda ismene"
0.7,1,0.2,0.35,6,7,"Greenhorned Caterpillar, Melanitis leda ismene"
0.7,1,0.2,0.35,6,7,"Greenhorned Caterpillar, Melanitis leda ismene"
0.5,0.9,0.11,0.3,4,7,"Greenhorned Caterpillar, Mycalesis sp."
0.5,0.9,0.11,0.3,4,7,"Greenhorned Caterpillar, Mycalesis sp."
0.5,0.9,0.11,0.3,4,7,"Greenhorned Caterpillar, Mycalesis sp."
0.5,0.9,0.11,0.3,4,7,"Greenhorned Caterpillar, Mycalesis sp."
0.5,0.9,0.11,0.3,4,7,"Greenhorned Caterpillar, Mycalesis sp."
0.5,0.9,0.11,0.3,4,7,"Greenhorned Caterpillar, Mycalesis sp."
0.5,0.9,0.11,0.3,4,7,"Greenhorned Caterpillar, Mycalesis sp."
0.5,0.9,0.11,0.3,4,7,"Greenhorned Caterpillar, Mycalesis sp."
0.5,0.9,0.11,0.3,4,7,"Greenhorned Caterpillar, Mycalesis sp."
0.5,0.9,0.11,0.3,4,7,"Greenhorned Caterpillar, Mycalesis sp."
0.5,0.9,0.11,0.3,4,7,"Greenhorned Caterpillar, Mycalesis sp."
0.37,0.91,0.15,0.35,6,7,"Zigzag leafhopper, Recilia dorsalis"
0.37,0.91,0.15,0.35,6,7,"Zigzag leafhopper, Recilia dorsalis"
0.37,0.91,0.15,0.35,6,7,"Zigzag leafhopper, Recilia dorsalis"
0.37,0.91,0.15,0.35,6,7,"Zigzag leafhopper, Recilia dorsalis"
0.37,0.91,0.15,0.35,6,7,"Zigzag leafhopper, Recilia dorsalis"
0.37,0.91,0.15,0.35,6,7,"Zigzag leafhopper, Recilia dorsalis"
0.37,0.91,0.15,0.35,6,7,"Zigzag leafhopper, Recilia dorsalis"
0.37,0.91,0.15,0.35,6,7,"Zigzag leafhopper, Recilia dorsalis"
0.37,0.91,0.15,0.35,6,7,"Zigzag leafhopper, Recilia dorsalis"
0.37,0.91,0.15,0.35,6,7,"Zigzag leafhopper, Recilia dorsalis"
0.6,0.85,0.11,0.19,5,8,"Rice Skipper, Pelopidas mathias"
0.6,0.85,0.11,0.19,5,8,"Rice Skipper, Pelopidas mathias"
0.6,0.85,0.11,0.19,5,8,"Rice Skipper, Pelopidas mathias"
0.6,0.85,0.11,0.19,5,8,"Rice Skipper, Pelopidas mathias"
0.6,0.85,0.11,0.19,5,8,"Rice Skipper, Pelopidas mathias"
0.6,0.85,0.11,0.19,5,8,"Rice Skipper, Pelopidas mathias"
0.61,0.83,0.19,0.29,4.5,7.5,"Rice Skipper, Parnara guttata"
0.61,0.83,0.19,0.29,4.5,7.5,"Rice Skipper, Parnara guttata"
0.61,0.83,0.19,0.29,4.5,7.5,"Rice Skipper, Parnara guttata"
0.61,0.83,0.19,0.29,4.5,7.5,"Rice Skipper, Parnara guttata"
0.61,0.83,0.19,0.29,4.5,7.5,"Rice Skipper, Parnara guttata"
0.61,0.83,0.19,0.29,4.5,7.5,"Rice Skipper, Parnara guttata"
0.61,0.83,0.19,0.29,4.5,7.5,"Rice Skipper, Parnara guttata"
0.61,0.83,0.19,0.29,4.5,7.5,"Rice Skipper, Parnara guttata"
0.61,0.83,0.19,0.29,4.5,7.5,"Rice Skipper, Parnara guttata"
0.61,0.83,0.19,0.29,4.5,7.5,"Rice Skipper, Parnara guttata"
0.61,0.83,0.19,0.29,4.5,7.5,"Rice Skipper, Parnara guttata"
0.61,0.83,0.19,0.29,4.5,7.5,"Rice Skipper, Parnara guttata"
0.61,0.83,0.19,0.29,4.5,7.5,"Rice Skipper, Parnara guttata"
0.6,0.8,0.11,0.27,5,8.5,"Rice thrips, Stenchaetothrips biformis"
0.6,0.8,0.11,0.27,5,8.5,"Rice thrips, Stenchaetothrips biformis"
0.6,0.8,0.11,0.27,5,8.5,"Rice thrips, Stenchaetothrips biformis"
0.6,0.8,0.11,0.27,5,8.5,"Rice thrips, Stenchaetothrips biformis"
0.6,0.8,0.11,0.27,5,8.5,"Rice thrips, Stenchaetothrips biformis"
0.735,0.9,0.105,0.39,5.5,7.5,Swarming Caterpillar
0.735,0.9,0.105,0.39,5.5,7.5,Swarming Caterpillar
0.735,0.9,0.105,0.39,5.5,7.5,Swarming Caterpillar
0.735,0.9,0.105,0.39,5.5,7.5,Swarming Caterpillar
0.735,0.9,0.105,0.39,5.5,7.5,Swarming Caterpillar
0.735,0.9,0.105,0.39,5.5,7.5,Swarming Caterpillar
0.735,0.9,0.105,0.39,5.5,7.5,Swarming Caterpillar
0.735,0.9,0.105,0.39,5.5,7.5,Swarming Caterpillar
0.735,0.9,0.105,0.39,5.5,7.5,Swarming Caterpillar
0.735,0.9,0.105,0.39,5.5,7.5,Swarming Caterpillar
0.735,0.9,0.105,0.39,5.5,7.5,Swarming Caterpillar
0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar
0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar
0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar
0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar
0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar
0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar
0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar
0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar
0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar
0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar
0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar
0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar
0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar
0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar
0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar
0.6,0.895,0.1504,0.32,5.5,7,Rice ear-cutting caterpillar
0.49,0.71,0.2,0.27,6,7,"Mealybug, Brevennia rehi"
0.49,0.71,0.2,0.27,6,7,"Mealybug, Brevennia rehi"
0.49,0.71,0.2,0.27,6,7,"Mealybug, Brevennia rehi"
0.49,0.71,0.2,0.27,6,7,"Mealybug, Brevennia rehi"
0.49,0.71,0.2,0.27,6,7,"Mealybug, Brevennia rehi"
0.49,0.71,0.2,0.27,6,7,"Mealybug, Brevennia rehi"
0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis"
0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis"
0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis"
0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis"
0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis"
0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis"
0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis"
0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis"
0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis"
0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis"
0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis"
0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis"
0.66,0.92,0.1,0.2,5,6,"Mole Cricket, Gryllotalpa orientalis"
0.2,0.8,0.1,1,4.72,6.24,"Ant, Solenopsis geminata"
0.2,0.8,0.1,1,4.72,6.24,"Ant, Solenopsis geminata"
0.2,0.8,0.1,1,4.72,6.24,"Ant, Solenopsis geminata"
0.2,0.8,0.1,1,4.72,6.24,"Ant, Solenopsis geminata"
0.2,0.8,0.1,1,4.72,6.24,"Ant, Solenopsis geminata"
0.2,0.8,0.1,1,4.72,6.24,"Ant, Solenopsis geminata"
0.2,0.8,0.1,1,4.72,6.24,"Ant, Solenopsis geminata"
0.2,0.8,0.1,1,4.72,6.24,"Ant, Solenopsis geminata"
0.2,0.8,0.1,1,4.72,6.24,"Ant, Solenopsis geminata"
0.87,0.93,0.2,0.65,6,7,"Green Semilooper, Naranga aenescens"
0.87,0.93,0.2,0.65,6,7,"Green Semilooper, Naranga aenescens"
0.87,0.93,0.2,0.65,6,7,"Green Semilooper, Naranga aenescens"
0.87,0.93,0.2,0.65,6,7,"Green Semilooper, Naranga aenescens"
0.87,0.93,0.2,0.65,6,7,"Green Semilooper, Naranga aenescens"
0.87,0.93,0.2,0.65,6,7,"Green Semilooper, Naranga aenescens"
0.87,0.93,0.2,0.65,6,7,"Green Semilooper, Naranga aenescens"
0.87,0.93,0.2,0.65,6,7,"Green Semilooper, Naranga aenescens"
0.87,0.93,0.2,0.65,6,7,"Green Semilooper, Naranga aenescens"
0.87,0.93,0.2,0.65,6,7,"Green Semilooper, Naranga aenescens"
0.6629,0.8971,0.55,0.85,6,7.5,"Ricebug, Leptocorisa oratorius F."
0.6629,0.8971,0.55,0.85,6,7.5,"Ricebug, Leptocorisa oratorius F."
0.6629,0.8971,0.55,0.85,6,7.5,"Ricebug, Leptocorisa oratorius F."
0.6629,0.8971,0.55,0.85,6,7.5,"Ricebug, Leptocorisa oratorius F."
0.6629,0.8971,0.55,0.85,6,7.5,"Ricebug, Leptocorisa oratorius F."
0.67,0.905,0.35,0.4,5.5,7,"Rice Whorl Maggot, Hydrellia philippina"
0.67,0.905,0.35,0.4,5.5,7,"Rice Whorl Maggot, Hydrellia philippina"
0.67,0.905,0.35,0.4,5.5,7,"Rice Whorl Maggot, Hydrellia philippina"
0.67,0.905,0.35,0.4,5.5,7,"Rice Whorl Maggot, Hydrellia philippina"
0.67,0.905,0.35,0.4,5.5,7,"Rice Whorl Maggot, Hydrellia philippina"
0.289,0.836,0.45,0.8,5,8,"Field Cricket, Euscyrtus concinnus"
0.289,0.836,0.45,0.8,5,8,"Field Cricket, Euscyrtus concinnus"
0.289,0.836,0.45,0.8,5,8,"Field Cricket, Euscyrtus concinnus"
0.289,0.836,0.45,0.8,5,8,"Field Cricket, Euscyrtus concinnus"
0.289,0.836,0.45,0.8,5,8,"Field Cricket, Euscyrtus concinnus"
0.289,0.836,0.45,0.8,5,8,"Field Cricket, Euscyrtus concinnus"
0.69,0.88,0.3,0.7,5.5,7.5,"Green Leafhopper, Nephotettix malayanus"
0.69,0.88,0.3,0.7,5.5,7.5,"Green Leafhopper, Nephotettix malayanus"
0.69,0.88,0.3,0.7,5.5,7.5,"Green Leafhopper, Nephotettix malayanus"
0.69,0.88,0.3,0.7,5.5,7.5,"Green Leafhopper, Nephotettix malayanus"
0.69,0.88,0.3,0.7,5.5,7.5,"Green Leafhopper, Nephotettix malayanus"
0.69,0.88,0.3,0.7,5.5,7.5,"Green Leafhopper, Nephotettix malayanus"
0.69,0.88,0.3,0.7,5.5,7.5,"Green Leafhopper, Nephotettix malayanus"
0.69,0.88,0.3,0.7,5.5,7.5,"Green Leafhopper, Nephotettix malayanus"
0.69,0.88,0.3,0.7,5.5,7.5,"Green Leafhopper, Nephotettix malayanus"
0.69,0.88,0.3,0.7,5.5,7.5,"Green Leafhopper, Nephotettix malayanus"
0.69,0.88,0.3,0.7,5.5,7.5,"Green Leafhopper, Nephotettix malayanus"
0.77,0.92,0.15,0.6,5.5,8,"Green Leafhopper, Nephotettix nigropictus"
0.77,0.92,0.15,0.6,5.5,8,"Green Leafhopper, Nephotettix nigropictus"
0.77,0.92,0.15,0.6,5.5,8,"Green Leafhopper, Nephotettix nigropictus"
0.77,0.92,0.15,0.6,5.5,8,"Green Leafhopper, Nephotettix nigropictus"
0.77,0.92,0.15,0.6,5.5,8,"Green Leafhopper, Nephotettix nigropictus"
0.77,0.92,0.15,0.6,5.5,8,"Green Leafhopper, Nephotettix nigropictus"
0.77,0.92,0.15,0.6,5.5,8,"Green Leafhopper, Nephotettix nigropictus"
0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens"
0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens"
0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens"
0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens"
0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens"
0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens"
0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens"
0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens"
0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens"
0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens"
0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens"
0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens"
0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens"
0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens"
0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens"
0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens"
0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens"
0.85,1,0.4,0.5,5.5,7,Rice Stripe Virus Disease (RSVD)
0.85,1,0.4,0.5,5.5,7,Rice Stripe Virus Disease (RSVD)
0.85,1,0.4,0.5,5.5,7,Rice Stripe Virus Disease (RSVD)
0.85,1,0.4,0.5,5.5,7,Rice Stripe Virus Disease (RSVD)
0.85,1,0.4,0.5,5.5,7,Rice Stripe Virus Disease (RSVD)
0.85,1,0.4,0.5,5.5,7,Rice Stripe Virus Disease (RSVD)
0.85,1,0.4,0.5,5.5,7,Rice Stripe Virus Disease (RSVD)
0.85,1,0.4,0.5,5.5,7,Rice Stripe Virus Disease (RSVD)
0.85,1,0.4,0.5,5.5,7,Rice Stripe Virus Disease (RSVD)
0.85,1,0.4,0.5,5.5,7,Rice Stripe Virus Disease (RSVD)
0.85,1,0.4,0.5,5.5,7,Rice Stripe Virus Disease (RSVD)
0.7879,0.9464,0.324,0.4,6.5,7.5,"Rice caseworm, Nymphula depunctalis"
0.7879,0.9464,0.324,0.4,6.5,7.5,"Rice caseworm, Nymphula depunctalis"
0.7879,0.9464,0.324,0.4,6.5,7.5,"Rice caseworm, Nymphula depunctalis"
0.7879,0.9464,0.324,0.4,6.5,7.5,"Rice caseworm, Nymphula depunctalis"
0.7879,0.9464,0.324,0.4,6.5,7.5,"Rice caseworm, Nymphula depunctalis"
0.7879,0.9464,0.324,0.4,6.5,7.5,"Rice caseworm, Nymphula depunctalis"
0.7879,0.9464,0.324,0.4,6.5,7.5,"Rice caseworm, Nymphula depunctalis"
0.7879,0.9464,0.324,0.4,6.5,7.5,"Rice caseworm, Nymphula depunctalis"
0.7879,0.9464,0.324,0.4,6.5,7.5,"Rice caseworm, Nymphula depunctalis"
0.7879,0.9464,0.324,0.4,6.5,7.5,"Rice caseworm, Nymphula depunctalis"
0.35,0.82,0.15,0.25,7.5,7.89,Oriental migratory locust
0.35,0.82,0.15,0.25,7.5,7.89,Oriental migratory locust
0.35,0.82,0.15,0.25,7.5,7.89,Oriental migratory locust
0.35,0.82,0.15,0.25,7.5,7.89,Oriental migratory locust
0.35,0.82,0.15,0.25,7.5,7.89,Oriental migratory locust
0.35,0.82,0.15,0.25,7.5,7.89,Oriental migratory locust
0.35,0.82,0.15,0.25,7.5,7.89,Oriental migratory locust
0.35,0.82,0.15,0.25,7.5,7.89,Oriental migratory locust
0.35,0.82,0.15,0.25,7.5,7.89,Oriental migratory locust
0.35,0.82,0.15,0.25,7.5,7.89,Oriental migratory locust
0.35,0.82,0.15,0.25,7.5,7.89,Oriental migratory locust
0.35,0.82,0.15,0.25,7.5,7.89,Oriental migratory locust
0.82,0.88,0.1005,0.2625,5.5,7,"Rice gallmidge, Orseolia oryzae"
0.82,0.88,0.1005,0.2625,5.5,7,"Rice gallmidge, Orseolia oryzae"
0.82,0.88,0.1005,0.2625,5.5,7,"Rice gallmidge, Orseolia oryzae"
0.82,0.88,0.1005,0.2625,5.5,7,"Rice gallmidge, Orseolia oryzae"
0.82,0.88,0.1005,0.2625,5.5,7,"Rice gallmidge, Orseolia oryzae"
0.83,1,0.4,0.6,5.5,6.8,"Yellow stem borer, Scirpophaga incertulas"
0.83,1,0.4,0.6,5.5,6.8,"Yellow stem borer, Scirpophaga incertulas"
0.83,1,0.4,0.6,5.5,6.8,"Yellow stem borer, Scirpophaga incertulas"
0.83,1,0.4,0.6,5.5,6.8,"Yellow stem borer, Scirpophaga incertulas"
0.83,1,0.4,0.6,5.5,6.8,"Yellow stem borer, Scirpophaga incertulas"
0.83,1,0.4,0.6,5.5,6.8,"Yellow stem borer, Scirpophaga incertulas"
0.83,1,0.4,0.6,5.5,6.8,"Yellow stem borer, Scirpophaga incertulas"
0.83,1,0.4,0.6,5.5,6.8,"Yellow stem borer, Scirpophaga incertulas"
0.83,1,0.4,0.6,5.5,6.8,"Yellow stem borer, Scirpophaga incertulas"
0.83,1,0.4,0.6,5.5,6.8,"Yellow stem borer, Scirpophaga incertulas"
0.6,0.82,0.32,0.5,5,7.5,"White stem borer, Scirpophaga innotata"
0.6,0.82,0.32,0.5,5,7.5,"White stem borer, Scirpophaga innotata"
0.6,0.82,0.32,0.5,5,7.5,"White stem borer, Scirpophaga innotata"
0.6,0.82,0.32,0.5,5,7.5,"White stem borer, Scirpophaga innotata"
0.6,0.82,0.32,0.5,5,7.5,"White stem borer, Scirpophaga innotata"
0.8,1,0.5,0.75,6,7.5,"Striped stem borer, Chilo suppressalis"
0.8,1,0.5,0.75,6,7.5,"Striped stem borer, Chilo suppressalis"
0.8,1,0.5,0.75,6,7.5,"Striped stem borer, Chilo suppressalis"
0.8,1,0.5,0.75,6,7.5,"Striped stem borer, Chilo suppressalis"
0.8,1,0.5,0.75,6,7.5,"Striped stem borer, Chilo suppressalis"
0.8,1,0.5,0.75,6,7.5,"Striped stem borer, Chilo suppressalis"
0.8,1,0.5,0.75,6,7.5,"Striped stem borer, Chilo suppressalis"
0.8,1,0.5,0.75,6,7.5,"Striped stem borer, Chilo suppressalis"
0.8,1,0.5,0.75,6,7.5,"Striped stem borer, Chilo suppressalis"
0.8,1,0.5,0.75,6,7.5,"Striped stem borer, Chilo suppressalis"
0.8,1,0.5,0.75,6,7.5,"Striped stem borer, Chilo suppressalis"
0.6,0.75,0.1,0.4,5.3,7.9,"Gold-fringed stem borer, Chilo auricilius"
0.6,0.75,0.1,0.4,5.3,7.9,"Gold-fringed stem borer, Chilo auricilius"
0.6,0.75,0.1,0.4,5.3,7.9,"Gold-fringed stem borer, Chilo auricilius"
0.6,0.75,0.1,0.4,5.3,7.9,"Gold-fringed stem borer, Chilo auricilius"
0.6,0.75,0.1,0.4,5.3,7.9,"Gold-fringed stem borer, Chilo auricilius"
0.6,0.75,0.1,0.4,5.3,7.9,"Gold-fringed stem borer, Chilo auricilius"
0.6,0.75,0.1,0.4,5.3,7.9,"Gold-fringed stem borer, Chilo auricilius"
0.6,0.75,0.1,0.4,5.3,7.9,"Gold-fringed stem borer, Chilo auricilius"
0.6,0.75,0.1,0.4,5.3,7.9,"Gold-fringed stem borer, Chilo auricilius"
0.6,0.75,0.1,0.4,5.3,7.9,"Gold-fringed stem borer, Chilo auricilius"
0.6,0.75,0.1,0.4,5.3,7.9,"Gold-fringed stem borer, Chilo auricilius"
0.6,0.75,0.1,0.4,5.3,7.9,"Gold-fringed stem borer, Chilo auricilius"
0.6,0.75,0.1,0.4,5.3,7.9,"Gold-fringed stem borer, Chilo auricilius"
0.6,0.85,0.15,0.35,3.9,7.5,"Root grub, Leucopholis irrorata"
0.6,0.85,0.15,0.35,3.9,7.5,"Root grub, Leucopholis irrorata"
0.6,0.85,0.15,0.35,3.9,7.5,"Root grub, Leucopholis irrorata"
0.6,0.85,0.15,0.35,3.9,7.5,"Root grub, Leucopholis irrorata"
0.6,0.85,0.15,0.35,3.9,7.5,"Root grub, Leucopholis irrorata"
0.6,0.85,0.15,0.35,3.9,7.5,"Root grub, Leucopholis irrorata"
0.6,0.85,0.15,0.35,3.9,7.5,"Root grub, Leucopholis irrorata"
0.6,0.85,0.15,0.35,3.9,7.5,"Root grub, Leucopholis irrorata"
0.6,0.85,0.8,1,5,8.2,"Root aphid, Tetraneura nigriabdominalis"
0.45,0.85,0.8,1,5,8.2,"Root aphid, Tetraneura nigriabdominalis"
0.45,0.85,0.8,1,5,8.2,"Root aphid, Tetraneura nigriabdominalis"
0.45,0.85,0.8,1,5,8.2,"Root aphid, Tetraneura nigriabdominalis"
0.45,0.85,0.8,1,5,8.2,"Root aphid, Tetraneura nigriabdominalis"
0.45,0.85,0.8,1,5,8.2,"Root aphid, Tetraneura nigriabdominalis"
0.69,0.8,0.22,0.38,5.5,7.6,Dark-headed striped stem borer
0.69,0.8,0.22,0.38,5.5,7.6,Dark-headed striped stem borer
0.69,0.8,0.22,0.38,5.5,7.6,Dark-headed striped stem borer
0.69,0.8,0.22,0.38,5.5,7.6,Dark-headed striped stem borer
0.69,0.8,0.22,0.38,5.5,7.6,Dark-headed striped stem borer
0.69,0.8,0.22,0.38,5.5,7.6,Dark-headed striped stem borer
