Plant,Temperature,Minimum Humidity,Maximum Humidity, Minimum Soil Moisture,Maximum Soil Moisture,Minimum pH Level,Maximum pH Level,Disease/Pest,Practices,Medicines/Remedy
Rice crops,27,0.8,0.8,0,0.2,5.7,7.1,Narrow Brown Leaf Spot,Remove weeds and weedy rice in the field and nearby areas to remove alternate hosts that allow the fungus to survive and infect new rice crops.,spray propiconazole at booting to heading stages.
Rice crops,28,0.8,0.8,0,0.2,5.7,7.1,Narrow Brown Leaf Spot,Remove weeds and weedy rice in the field and nearby areas to remove alternate hosts that allow the fungus to survive and infect new rice crops.,spray propiconazole at booting to heading stages.
Rice crops,25,0.35,0.45,0.5,1,5.5,7.5,Black-streaked Dwarf Virus (BSDV),"Seed coating with pesticide is recommended before sowing, then seedlings should receive pesticide 3–5 days before transplanting.","pymetrozine, imidacloprid, nitenpyram, thiamethoxam, or buprofezin"
Rice crops,26,0.35,0.45,0.5,1,5.5,7.5,Black-streaked Dwarf Virus (BSDV),"Seed coating with pesticide is recommended before sowing, then seedlings should receive pesticide 3–5 days before transplanting.","pymetrozine, imidacloprid, nitenpyram, thiamethoxam, or buprofezin"
Rice crops,27,0.35,0.45,0.5,1,5.5,7.5,Black-streaked Dwarf Virus (BSDV),"Seed coating with pesticide is recommended before sowing, then seedlings should receive pesticide 3–5 days before transplanting.","pymetrozine, imidacloprid, nitenpyram, thiamethoxam, or buprofezin"
Rice crops,28,0.35,0.45,0.5,1,5.5,7.5,Black-streaked Dwarf Virus (BSDV),"Seed coating with pesticide is recommended before sowing, then seedlings should receive pesticide 3–5 days before transplanting.","pymetrozine, imidacloprid, nitenpyram, thiamethoxam, or buprofezin"
Rice crops,29,0.35,0.45,0.5,1,5.5,7.5,Black-streaked Dwarf Virus (BSDV),"Seed coating with pesticide is recommended before sowing, then seedlings should receive pesticide 3–5 days before transplanting.","pymetrozine, imidacloprid, nitenpyram, thiamethoxam, or buprofezin"
Rice crops,30,0.35,0.45,0.5,1,5.5,7.5,Black-streaked Dwarf Virus (BSDV),"Seed coating with pesticide is recommended before sowing, then seedlings should receive pesticide 3–5 days before transplanting.","pymetrozine, imidacloprid, nitenpyram, thiamethoxam, or buprofezin"
Rice crops,31,0.35,0.45,0.5,1,5.5,7.5,Black-streaked Dwarf Virus (BSDV),"Seed coating with pesticide is recommended before sowing, then seedlings should receive pesticide 3–5 days before transplanting.","pymetrozine, imidacloprid, nitenpyram, thiamethoxam, or buprofezin"
Rice crops,32,0.35,0.45,0.5,1,5.5,7.5,Black-streaked Dwarf Virus (BSDV),"Seed coating with pesticide is recommended before sowing, then seedlings should receive pesticide 3–5 days before transplanting.","pymetrozine, imidacloprid, nitenpyram, thiamethoxam, or buprofezin"
Rice crops,33,0.35,0.45,0.5,1,5.5,7.5,Black-streaked Dwarf Virus (BSDV),"Seed coating with pesticide is recommended before sowing, then seedlings should receive pesticide 3–5 days before transplanting.","pymetrozine, imidacloprid, nitenpyram, thiamethoxam, or buprofezin"
Rice crops,34,0.35,0.45,0.5,1,5.5,7.5,Black-streaked Dwarf Virus (BSDV),"Seed coating with pesticide is recommended before sowing, then seedlings should receive pesticide 3–5 days before transplanting.","pymetrozine, imidacloprid, nitenpyram, thiamethoxam, or buprofezin"
Rice crops,35,0.35,0.45,0.5,1,5.5,7.5,Black-streaked Dwarf Virus (BSDV),"Seed coating with pesticide is recommended before sowing, then seedlings should receive pesticide 3–5 days before transplanting.","pymetrozine, imidacloprid, nitenpyram, thiamethoxam, or buprofezin"
Rice crops,26,0.92,1,0.32,0.42,6.5,6.9,Leaf Scald,Increase the spacing between plants during transplanting.,"benomyl, fentin acetate, edifenphos, and validamycin"
Rice crops,27,0.92,1,0.32,0.42,6.5,6.9,Leaf Scald,Increase the spacing between plants during transplanting.,"benomyl, fentin acetate, edifenphos, and validamycin"
Rice crops,28,0.92,1,0.32,0.42,6.5,6.9,Leaf Scald,Increase the spacing between plants during transplanting.,"benomyl, fentin acetate, edifenphos, and validamycin"
Rice crops,30,0.7,1,0,0.1,4.5,5.5,Wilting Leaves,Planting resistant rice varieties. Avoid excessive nitrogen fertilization. Plow stubble and straw into soil after harvest.,Prothioconazole
Rice crops,31,0.7,1,0,0.1,4.5,5.5,Wilting Leaves,Planting resistant rice varieties. Avoid excessive nitrogen fertilization. Plow stubble and straw into soil after harvest.,Prothioconazole
Rice crops,32,0.7,1,0,0.1,4.5,5.5,Wilting Leaves,Planting resistant rice varieties. Avoid excessive nitrogen fertilization. Plow stubble and straw into soil after harvest.,Prothioconazole
Rice crops,33,0.7,1,0,0.1,4.5,5.5,Wilting Leaves,Planting resistant rice varieties. Avoid excessive nitrogen fertilization. Plow stubble and straw into soil after harvest.,Prothioconazole
Rice crops,34,0.7,1,0,0.1,4.5,5.5,Wilting Leaves,Planting resistant rice varieties. Avoid excessive nitrogen fertilization. Plow stubble and straw into soil after harvest.,Prothioconazole
Rice crops,35,0.7,1,0,0.1,4.5,5.5,Wilting Leaves,Planting resistant rice varieties. Avoid excessive nitrogen fertilization. Plow stubble and straw into soil after harvest.,Prothioconazole
Rice crops,27,0.8,1,0.15,0.25,5.5,8.2,Head Smut,Use seed treatment fungicides in areas with a high incidence of the disease. Plant earlier to avoid the optimal temperatures for teliospores germination.,systemic fungicide (carboxin) or propiconazole and fiutriafol + imazalil sulphate
Rice crops,28,0.8,1,0.15,0.25,5.5,8.2,Head Smut,Use seed treatment fungicides in areas with a high incidence of the disease. Plant earlier to avoid the optimal temperatures for teliospores germination.,systemic fungicide (carboxin) or propiconazole and fiutriafol + imazalil sulphate
Rice crops,29,0.8,1,0.15,0.25,5.5,8.2,Head Smut,Use seed treatment fungicides in areas with a high incidence of the disease. Plant earlier to avoid the optimal temperatures for teliospores germination.,systemic fungicide (carboxin) or propiconazole and fiutriafol + imazalil sulphate
Rice crops,30,0.8,1,0.15,0.25,5.5,8.2,Head Smut,Use seed treatment fungicides in areas with a high incidence of the disease. Plant earlier to avoid the optimal temperatures for teliospores germination.,systemic fungicide (carboxin) or propiconazole and fiutriafol + imazalil sulphate
Rice crops,31,0.8,1,0.15,0.25,5.5,8.2,Head Smut,Use seed treatment fungicides in areas with a high incidence of the disease. Plant earlier to avoid the optimal temperatures for teliospores germination.,systemic fungicide (carboxin) or propiconazole and fiutriafol + imazalil sulphate
Rice crops,20,0.6,0.87,0.35,0.4,6,7.2,Loose Kernel Smut,Hot water treatment or seed treatment with 10% salt water,"copper carbonate, triadimefon, and benomyl"
Rice crops,21,0.6,0.87,0.35,0.4,6,7.2,Loose Kernel Smut,Hot water treatment or seed treatment with 10% salt water,"copper carbonate, triadimefon, and benomyl"
Rice crops,22,0.6,0.87,0.35,0.4,6,7.2,Loose Kernel Smut,Hot water treatment or seed treatment with 10% salt water,"copper carbonate, triadimefon, and benomyl"
Rice crops,23,0.6,0.87,0.35,0.4,6,7.2,Loose Kernel Smut,Hot water treatment or seed treatment with 10% salt water,"copper carbonate, triadimefon, and benomyl"
Rice crops,24,0.6,0.87,0.35,0.4,6,7.2,Loose Kernel Smut,Hot water treatment or seed treatment with 10% salt water,"copper carbonate, triadimefon, and benomyl"
Rice crops,25,0.6,0.87,0.35,0.4,6,7.2,Loose Kernel Smut,Hot water treatment or seed treatment with 10% salt water,"copper carbonate, triadimefon, and benomyl"
Rice crops,25,0.5,0.75,0.135,0.14,6,7,Foot Rot Disease,Clean seeds should be used to minimize the occurrence of the disease.,Penicillin and oxytetracycline
Rice crops,26,0.5,0.75,0.135,0.14,6,7,Foot Rot Disease,Clean seeds should be used to minimize the occurrence of the disease.,Penicillin and oxytetracycline
Rice crops,27,0.5,0.75,0.135,0.14,6,7,Foot Rot Disease,Clean seeds should be used to minimize the occurrence of the disease.,Penicillin and oxytetracycline
Rice crops,28,0.5,0.75,0.135,0.14,6,7,Foot Rot Disease,Clean seeds should be used to minimize the occurrence of the disease.,Penicillin and oxytetracycline
Rice crops,29,0.5,0.75,0.135,0.14,6,7,Foot Rot Disease,Clean seeds should be used to minimize the occurrence of the disease.,Penicillin and oxytetracycline
Rice crops,30,0.5,0.75,0.135,0.14,6,7,Foot Rot Disease,Clean seeds should be used to minimize the occurrence of the disease.,Penicillin and oxytetracycline
Rice crops,31,0.5,0.75,0.135,0.14,6,7,Foot Rot Disease,Clean seeds should be used to minimize the occurrence of the disease.,Penicillin and oxytetracycline
Rice crops,32,0.5,0.75,0.135,0.14,6,7,Foot Rot Disease,Clean seeds should be used to minimize the occurrence of the disease.,Penicillin and oxytetracycline
Rice crops,33,0.5,0.75,0.135,0.14,6,7,Foot Rot Disease,Clean seeds should be used to minimize the occurrence of the disease.,Penicillin and oxytetracycline
Rice crops,34,0.5,0.75,0.135,0.14,6,7,Foot Rot Disease,Clean seeds should be used to minimize the occurrence of the disease.,Penicillin and oxytetracycline
Rice crops,35,0.5,0.75,0.135,0.14,6,7,Foot Rot Disease,Clean seeds should be used to minimize the occurrence of the disease.,Penicillin and oxytetracycline
Rice crops,36,0.5,0.75,0.135,0.14,6,7,Foot Rot Disease,Clean seeds should be used to minimize the occurrence of the disease.,Penicillin and oxytetracycline
Rice crops,37,0.5,0.75,0.135,0.14,6,7,Foot Rot Disease,Clean seeds should be used to minimize the occurrence of the disease.,Penicillin and oxytetracycline
Rice crops,20,0.65,0.85,0.27,0.29,5.58,7.5,Sheath Rot,"application of potash at tillering stage, controlling weeds and keep field sanitation.",Mancozeb and Benomyl
Rice crops,21,0.65,0.85,0.27,0.29,5.58,7.5,Sheath Rot,"application of potash at tillering stage, controlling weeds and keep field sanitation.",Mancozeb and Benomyl
Rice crops,22,0.65,0.85,0.27,0.29,5.58,7.5,Sheath Rot,"application of potash at tillering stage, controlling weeds and keep field sanitation.",Mancozeb and Benomyl
Rice crops,23,0.65,0.85,0.27,0.29,5.58,7.5,Sheath Rot,"application of potash at tillering stage, controlling weeds and keep field sanitation.",Mancozeb and Benomyl
Rice crops,24,0.65,0.85,0.27,0.29,5.58,7.5,Sheath Rot,"application of potash at tillering stage, controlling weeds and keep field sanitation.",Mancozeb and Benomyl
Rice crops,25,0.65,0.85,0.27,0.29,5.58,7.5,Sheath Rot,"application of potash at tillering stage, controlling weeds and keep field sanitation.",Mancozeb and Benomyl
Rice crops,26,0.65,0.85,0.27,0.29,5.58,7.5,Sheath Rot,"application of potash at tillering stage, controlling weeds and keep field sanitation.",Mancozeb and Benomyl
Rice crops,27,0.65,0.85,0.27,0.29,5.58,7.5,Sheath Rot,"application of potash at tillering stage, controlling weeds and keep field sanitation.",Mancozeb and Benomyl
Rice crops,28,0.65,0.85,0.27,0.29,5.58,7.5,Sheath Rot,"application of potash at tillering stage, controlling weeds and keep field sanitation.",Mancozeb and Benomyl
Rice crops,29,0.65,0.85,0.27,0.29,5.58,7.5,Sheath Rot,"application of potash at tillering stage, controlling weeds and keep field sanitation.",Mancozeb and Benomyl
Rice crops,30,0.65,0.85,0.27,0.29,5.58,7.5,Sheath Rot,"application of potash at tillering stage, controlling weeds and keep field sanitation.",Mancozeb and Benomyl
Rice crops,20,0.87,0.87,0.75,1,6,6.5,Alternaria Leaf Spot,"Avoid overhead watering to limit leaf wetness, and allow enough space at planting time for good air circulation and ample sun penetration. ",propiconazole-azoxystrobin
Rice crops,21,0.87,0.87,0.75,1,6,6.5,Alternaria Leaf Spot,"Avoid overhead watering to limit leaf wetness, and allow enough space at planting time for good air circulation and ample sun penetration. ",propiconazole-azoxystrobin
Rice crops,22,0.87,0.87,0.75,1,6,6.5,Alternaria Leaf Spot,"Avoid overhead watering to limit leaf wetness, and allow enough space at planting time for good air circulation and ample sun penetration. ",propiconazole-azoxystrobin
Rice crops,23,0.87,0.87,0.75,1,6,6.5,Alternaria Leaf Spot,"Avoid overhead watering to limit leaf wetness, and allow enough space at planting time for good air circulation and ample sun penetration. ",propiconazole-azoxystrobin
Rice crops,24,0.87,0.87,0.75,1,6,6.5,Alternaria Leaf Spot,"Avoid overhead watering to limit leaf wetness, and allow enough space at planting time for good air circulation and ample sun penetration. ",propiconazole-azoxystrobin
Rice crops,25,0.87,0.87,0.75,1,6,6.5,Alternaria Leaf Spot,"Avoid overhead watering to limit leaf wetness, and allow enough space at planting time for good air circulation and ample sun penetration. ",propiconazole-azoxystrobin
Rice crops,25,0.87,0.87,0.75,1,6,6.5,Alternaria Leaf Spot,"Avoid overhead watering to limit leaf wetness, and allow enough space at planting time for good air circulation and ample sun penetration. ",propiconazole-azoxystrobin
Rice crops,26,0.87,0.87,0.75,1,6,6.5,Alternaria Leaf Spot,"Avoid overhead watering to limit leaf wetness, and allow enough space at planting time for good air circulation and ample sun penetration. ",propiconazole-azoxystrobin
Rice crops,27,0.87,0.87,0.75,1,6,6.5,Alternaria Leaf Spot,"Avoid overhead watering to limit leaf wetness, and allow enough space at planting time for good air circulation and ample sun penetration. ",propiconazole-azoxystrobin
Rice crops,28,0.87,0.87,0.75,1,6,6.5,Alternaria Leaf Spot,"Avoid overhead watering to limit leaf wetness, and allow enough space at planting time for good air circulation and ample sun penetration. ",propiconazole-azoxystrobin
Rice crops,29,0.87,0.87,0.75,1,6,6.5,Alternaria Leaf Spot,"Avoid overhead watering to limit leaf wetness, and allow enough space at planting time for good air circulation and ample sun penetration. ",propiconazole-azoxystrobin
Rice crops,30,0.87,0.87,0.75,1,6,6.5,Alternaria Leaf Spot,"Avoid overhead watering to limit leaf wetness, and allow enough space at planting time for good air circulation and ample sun penetration. ",propiconazole-azoxystrobin
Rice crops,42,0.1,0.45,0.6,0.8,5.5,9,Heat Stress,"Induce acclimation with growth regulators and nutrients, breeding for genetically heat resistant cultivars, and developing genetic alterational. ","calcium, abscisic acid (ABA), ethylene, and salicylic acid (SA)"
Rice crops,43,0.1,0.45,0.6,0.8,5.5,9,Heat Stress,"Induce acclimation with growth regulators and nutrients, breeding for genetically heat resistant cultivars, and developing genetic alterational. ","calcium, abscisic acid (ABA), ethylene, and salicylic acid (SA)"
Rice crops,44,0.1,0.45,0.6,0.8,5.5,9,Heat Stress,"Induce acclimation with growth regulators and nutrients, breeding for genetically heat resistant cultivars, and developing genetic alterational. ","calcium, abscisic acid (ABA), ethylene, and salicylic acid (SA)"
Rice crops,45,0.1,0.45,0.6,0.8,5.5,9,Heat Stress,"Induce acclimation with growth regulators and nutrients, breeding for genetically heat resistant cultivars, and developing genetic alterational. ","calcium, abscisic acid (ABA), ethylene, and salicylic acid (SA)"
Rice crops,30,0.622,0.937,0.5,1,5.3,6,Brown planthopper,Rotating crop for a year and planting resistant varieties,"buprofezin, pymetrozine, etofenprox, or alternating compounds"
Rice crops,31,0.622,0.937,0.5,1,5.3,6,Brown planthopper,Rotating crop for a year and planting resistant varieties,"buprofezin, pymetrozine, etofenprox, or alternating compounds"
Rice crops,31,0.622,0.937,0.5,1,5.3,6,Brown planthopper,Rotating crop for a year and planting resistant varieties,"buprofezin, pymetrozine, etofenprox, or alternating compounds"
Rice crops,32,0.622,0.937,0.5,1,5.3,6,Brown planthopper,Rotating crop for a year and planting resistant varieties,"buprofezin, pymetrozine, etofenprox, or alternating compounds"
Rice crops,33,0.622,0.937,0.5,1,5.3,6,Brown planthopper,Rotating crop for a year and planting resistant varieties,"buprofezin, pymetrozine, etofenprox, or alternating compounds"
Rice crops,34,0.622,0.937,0.5,1,5.3,6,Brown planthopper,Rotating crop for a year and planting resistant varieties,"buprofezin, pymetrozine, etofenprox, or alternating compounds"
Rice crops,35,0.622,0.937,0.5,1,5.3,6,Brown planthopper,Rotating crop for a year and planting resistant varieties,"buprofezin, pymetrozine, etofenprox, or alternating compounds"
Rice crops,26,0.8,0.8,0.2,0.4,6,7.5,Rice bugs,Keep the field and surrounding area free from weeds ,Metarhizium anisopilae
Rice crops,27,0.8,0.8,0.2,0.4,6,7.5,Rice bugs,Keep the field and surrounding area free from weeds ,Metarhizium anisopilae
Rice crops,28,0.8,0.8,0.2,0.4,6,7.5,Rice bugs,Keep the field and surrounding area free from weeds ,Metarhizium anisopilae
Rice crops,25,0.6164,0.9368,0.66,1,5.5,8.7,Leaf Folder,Use resistant varieties. Flood and plow field after harvesting if possible.,Trichogramma chilonis
Rice crops,26,0.6164,0.9368,0.66,1,5.5,8.7,Leaf Folder,Use resistant varieties. Flood and plow field after harvesting if possible.,Trichogramma chilonis
Rice crops,27,0.6164,0.9368,0.66,1,5.5,8.7,Leaf Folder,Use resistant varieties. Flood and plow field after harvesting if possible.,Trichogramma chilonis
Rice crops,28,0.6164,0.9368,0.66,1,5.5,8.7,Leaf Folder,Use resistant varieties. Flood and plow field after harvesting if possible.,Trichogramma chilonis
Rice crops,29,0.6164,0.9368,0.66,1,5.5,8.7,Leaf Folder,Use resistant varieties. Flood and plow field after harvesting if possible.,Trichogramma chilonis
Rice crops,30,0.6164,0.9368,0.66,1,5.5,8.7,Leaf Folder,Use resistant varieties. Flood and plow field after harvesting if possible.,Trichogramma chilonis
Rice crops,30,0.6164,0.9368,0.66,1,5.5,8.7,Leaf Folder,Use resistant varieties. Flood and plow field after harvesting if possible.,Trichogramma chilonis
Rice crops,31,0.6164,0.9368,0.66,1,5.5,8.7,Leaf Folder,Use resistant varieties. Flood and plow field after harvesting if possible.,Trichogramma chilonis
Rice crops,32,0.6164,0.9368,0.66,1,5.5,8.7,Leaf Folder,Use resistant varieties. Flood and plow field after harvesting if possible.,Trichogramma chilonis
Rice crops,25,0.6164,0.9368,0.66,1,5.5,7,Field Cricket,Use resistant varieties. Level the field. Irrigate every 3-4 days. Avoid nurseries with raised bed during seedling stage.,"carbaryl, permethrin, cyfluthrin, and bifenthrin."
Rice crops,26,0.6164,0.9368,0.66,1,5.5,7,Field Cricket,Use resistant varieties. Level the field. Irrigate every 3-4 days. Avoid nurseries with raised bed during seedling stage.,"carbaryl, permethrin, cyfluthrin, and bifenthrin."
Rice crops,27,0.6164,0.9368,0.66,1,5.5,7,Field Cricket,Use resistant varieties. Level the field. Irrigate every 3-4 days. Avoid nurseries with raised bed during seedling stage.,"carbaryl, permethrin, cyfluthrin, and bifenthrin."
Rice crops,28,0.6164,0.9368,0.66,1,5.5,7,Field Cricket,Use resistant varieties. Level the field. Irrigate every 3-4 days. Avoid nurseries with raised bed during seedling stage.,"carbaryl, permethrin, cyfluthrin, and bifenthrin."
Rice crops,29,0.6164,0.9368,0.66,1,5.5,7,Field Cricket,Use resistant varieties. Level the field. Irrigate every 3-4 days. Avoid nurseries with raised bed during seedling stage.,"carbaryl, permethrin, cyfluthrin, and bifenthrin."
Rice crops,30,0.6164,0.9368,0.66,1,5.5,7,Field Cricket,Use resistant varieties. Level the field. Irrigate every 3-4 days. Avoid nurseries with raised bed during seedling stage.,"carbaryl, permethrin, cyfluthrin, and bifenthrin."
Rice crops,30,0.6164,0.9368,0.66,1,5.5,7,Field Cricket,Use resistant varieties. Level the field. Irrigate every 3-4 days. Avoid nurseries with raised bed during seedling stage.,"carbaryl, permethrin, cyfluthrin, and bifenthrin."
Rice crops,31,0.6164,0.9368,0.66,1,5.5,7,Field Cricket,Use resistant varieties. Level the field. Irrigate every 3-4 days. Avoid nurseries with raised bed during seedling stage.,"carbaryl, permethrin, cyfluthrin, and bifenthrin."
Rice crops,32,0.6164,0.9368,0.66,1,5.5,7,Field Cricket,Use resistant varieties. Level the field. Irrigate every 3-4 days. Avoid nurseries with raised bed during seedling stage.,"carbaryl, permethrin, cyfluthrin, and bifenthrin."
Rice crops,25,0.4892,0.7876,0.5,1,6.5,7.5,Caseworm,Use of correct fertilizer application. Transplant older seedlings. Sparse planting can also reduce the damage.,Use foliar treatments of carbamate insecticides; avoid pyrethroids.
Rice crops,26,0.4892,0.7876,0.5,1,6.5,7.5,Caseworm,Use of correct fertilizer application. Transplant older seedlings. Sparse planting can also reduce the damage.,Use foliar treatments of carbamate insecticides; avoid pyrethroids.
Rice crops,27,0.4892,0.7876,0.5,1,6.5,7.5,Caseworm,Use of correct fertilizer application. Transplant older seedlings. Sparse planting can also reduce the damage.,Use foliar treatments of carbamate insecticides; avoid pyrethroids.
Rice crops,28,0.4892,0.7876,0.5,1,6.5,7.5,Caseworm,Use of correct fertilizer application. Transplant older seedlings. Sparse planting can also reduce the damage.,Use foliar treatments of carbamate insecticides; avoid pyrethroids.
Rice crops,29,0.4892,0.7876,0.5,1,6.5,7.5,Caseworm,Use of correct fertilizer application. Transplant older seedlings. Sparse planting can also reduce the damage.,Use foliar treatments of carbamate insecticides; avoid pyrethroids.
Rice crops,30,0.4892,0.7876,0.5,1,6.5,7.5,Caseworm,Use of correct fertilizer application. Transplant older seedlings. Sparse planting can also reduce the damage.,Use foliar treatments of carbamate insecticides; avoid pyrethroids.
Rice crops,30,0.4892,0.7876,0.5,1,6.5,7.5,Caseworm,Use of correct fertilizer application. Transplant older seedlings. Sparse planting can also reduce the damage.,Use foliar treatments of carbamate insecticides; avoid pyrethroids.
Rice crops,25,0.95,1,0.24,1,3.5,7,Fusarium Head Blight,Limit the storage of feed grain/grain products in uncovered piles or in direct contact with the soil.,Prosaro (prothioconazole plus tebuconazole) or Caramba (metconazole)
Rice crops,26,0.95,1,0.24,1,3.5,7,Fusarium Head Blight,Limit the storage of feed grain/grain products in uncovered piles or in direct contact with the soil.,Prosaro (prothioconazole plus tebuconazole) or Caramba (metconazole)
Rice crops,27,0.95,1,0.24,1,3.5,7,Fusarium Head Blight,Limit the storage of feed grain/grain products in uncovered piles or in direct contact with the soil.,Prosaro (prothioconazole plus tebuconazole) or Caramba (metconazole)
Rice crops,28,0.95,1,0.24,1,3.5,7,Fusarium Head Blight,Limit the storage of feed grain/grain products in uncovered piles or in direct contact with the soil.,Prosaro (prothioconazole plus tebuconazole) or Caramba (metconazole)
Rice crops,40,0.85,0.9,0.75,1,4,6,Complete Sterility,Application of kasugamycin and aminooxyacetic acid (AOA),kasugamycin and aminooxyacetic acid (AOA)
Rice crops,41,0.85,0.9,0.75,1,4,6,Complete Sterility,Application of kasugamycin and aminooxyacetic acid (AOA),kasugamycin and aminooxyacetic acid (AOA)
Rice crops,42,0.85,0.9,0.75,1,4,6,Complete Sterility,Application of kasugamycin and aminooxyacetic acid (AOA),kasugamycin and aminooxyacetic acid (AOA)
Rice crops,43,0.85,0.9,0.75,1,4,6,Complete Sterility,Application of kasugamycin and aminooxyacetic acid (AOA),kasugamycin and aminooxyacetic acid (AOA)
Rice crops,44,0.85,0.9,0.75,1,4,6,Complete Sterility,Application of kasugamycin and aminooxyacetic acid (AOA),kasugamycin and aminooxyacetic acid (AOA)
Rice crops,45,0.85,0.9,0.75,1,4,6,Complete Sterility,Application of kasugamycin and aminooxyacetic acid (AOA),kasugamycin and aminooxyacetic acid (AOA)
Rice crops,20,0.75,0.9,0.4,0.6,5.8,8,Southern rice black-streaked dwarf virus,"Reduce vector populations through insecticide applications, use of planting dates that avoid high vector populations, and planting tolerant lines.","Spray insecticides twice, 15 and 30 days after transplanting. Fenitrothion 50 EC 80 ml (or) Phosphamidon 40 SL 50 ml (or) Fenthion 100 EC 40 ml (or) Quinalphos 25 EC 80 ml (or) Phosalone 35 EC 120 ml (or)Monocrotophos 36 SL 40 ml."
Rice crops,21,0.75,0.9,0.4,0.6,5.8,8,Southern rice black-streaked dwarf virus  ,"Reduce vector populations through insecticide applications, use of planting dates that avoid high vector populations, and planting tolerant lines.","Spray insecticides twice, 15 and 30 days after transplanting. Fenitrothion 50 EC 80 ml (or) Phosphamidon 40 SL 50 ml (or) Fenthion 100 EC 40 ml (or) Quinalphos 25 EC 80 ml (or) Phosalone 35 EC 120 ml (or)Monocrotophos 36 SL 40 ml."
Rice crops,22,0.75,0.9,0.4,0.6,5.8,8,Southern rice black-streaked dwarf virus ,"Reduce vector populations through insecticide applications, use of planting dates that avoid high vector populations, and planting tolerant lines.","Spray insecticides twice, 15 and 30 days after transplanting. Fenitrothion 50 EC 80 ml (or) Phosphamidon 40 SL 50 ml (or) Fenthion 100 EC 40 ml (or) Quinalphos 25 EC 80 ml (or) Phosalone 35 EC 120 ml (or)Monocrotophos 36 SL 40 ml."
Rice crops,23,0.75,0.9,0.4,0.6,5.8,8,Southern rice black-streaked dwarf virus  ,"Reduce vector populations through insecticide applications, use of planting dates that avoid high vector populations, and planting tolerant lines.","Spray insecticides twice, 15 and 30 days after transplanting. Fenitrothion 50 EC 80 ml (or) Phosphamidon 40 SL 50 ml (or) Fenthion 100 EC 40 ml (or) Quinalphos 25 EC 80 ml (or) Phosalone 35 EC 120 ml (or)Monocrotophos 36 SL 40 ml."
Rice crops,24,0.75,0.9,0.4,0.6,5.8,8,Southern rice black-streaked dwarf virus  ,"Reduce vector populations through insecticide applications, use of planting dates that avoid high vector populations, and planting tolerant lines.","Spray insecticides twice, 15 and 30 days after transplanting. Fenitrothion 50 EC 80 ml (or) Phosphamidon 40 SL 50 ml (or) Fenthion 100 EC 40 ml (or) Quinalphos 25 EC 80 ml (or) Phosalone 35 EC 120 ml (or)Monocrotophos 36 SL 40 ml."
Rice crops,25,0.75,0.9,0.4,0.6,5.8,8,Southern rice black-streaked dwarf virus  ,"Reduce vector populations through insecticide applications, use of planting dates that avoid high vector populations, and planting tolerant lines.","Spray insecticides twice, 15 and 30 days after transplanting. Fenitrothion 50 EC 80 ml (or) Phosphamidon 40 SL 50 ml (or) Fenthion 100 EC 40 ml (or) Quinalphos 25 EC 80 ml (or) Phosalone 35 EC 120 ml (or)Monocrotophos 36 SL 40 ml."
Rice crops,26,0.75,0.9,0.4,0.6,5.8,8,Southern rice black-streaked dwarf virus  ,"Reduce vector populations through insecticide applications, use of planting dates that avoid high vector populations, and planting tolerant lines.","Spray insecticides twice, 15 and 30 days after transplanting. Fenitrothion 50 EC 80 ml (or) Phosphamidon 40 SL 50 ml (or) Fenthion 100 EC 40 ml (or) Quinalphos 25 EC 80 ml (or) Phosalone 35 EC 120 ml (or)Monocrotophos 36 SL 40 ml."
Rice crops,27,0.75,0.9,0.4,0.6,5.8,8,Southern rice black-streaked dwarf virus  ,"Reduce vector populations through insecticide applications, use of planting dates that avoid high vector populations, and planting tolerant lines.","Spray insecticides twice, 15 and 30 days after transplanting. Fenitrothion 50 EC 80 ml (or) Phosphamidon 40 SL 50 ml (or) Fenthion 100 EC 40 ml (or) Quinalphos 25 EC 80 ml (or) Phosalone 35 EC 120 ml (or)Monocrotophos 36 SL 40 ml."
Rice crops,28,0.75,0.9,0.4,0.6,5.8,8,Southern rice black-streaked dwarf virus  ,"Reduce vector populations through insecticide applications, use of planting dates that avoid high vector populations, and planting tolerant lines.","Spray insecticides twice, 15 and 30 days after transplanting. Fenitrothion 50 EC 80 ml (or) Phosphamidon 40 SL 50 ml (or) Fenthion 100 EC 40 ml (or) Quinalphos 25 EC 80 ml (or) Phosalone 35 EC 120 ml (or)Monocrotophos 36 SL 40 ml."
Rice crops,25,0.5,0.9,0.2,0.4,5.5,7.5,Malayan Black Bug,"Raise the water level for 2–3 days, flood fields to reduce eggs, and plow after harvest.",Metarhizium anisopliae
Rice crops,26,0.5,0.9,0.2,0.4,5.5,7.5,Malayan Black Bug,"Raise the water level for 2–3 days, flood fields to reduce eggs, and plow after harvest.",Metarhizium anisopliae
Rice crops,27,0.5,0.9,0.2,0.4,5.5,7.5,Malayan Black Bug,"Raise the water level for 2–3 days, flood fields to reduce eggs, and plow after harvest.",Metarhizium anisopliae
Rice crops,28,0.5,0.9,0.2,0.4,5.5,7.5,Malayan Black Bug,"Raise the water level for 2–3 days, flood fields to reduce eggs, and plow after harvest.",Metarhizium anisopliae
Rice crops,29,0.5,0.9,0.2,0.4,5.5,7.5,Malayan Black Bug,"Raise the water level for 2–3 days, flood fields to reduce eggs, and plow after harvest.",Metarhizium anisopliae
